,Year,GSCPI
21,2019,-0.05846085614266499
22,2020,1.6440856702943585
23,2021,3.050821015574344
24,2022,2.174905338053948
25,2023,-0.6183658205490161
26,2024,-0.290505856515938
27,2025,0.0018623113780507627
